Configuration,Measured-Resistance,Expected Resistance,Pass/Fail
J1-4-J7-J3-5-J6,9.9e+37,N/A,PASS
J1-4-J7-J3-6-J6,9.9e+37,N/A,PASS
J1-4-J7-J3-7-J6,9.9e+37,N/A,PASS
J1-4-J7-J3-8-J6,9.9e+37,N/A,PASS
J1-4-J7-J3-9-J6,9.9e+37,N/A,PASS
J1-4-J7-J19-J6,9.9e+37,N/A,PASS
J1-5-J7-J3-1-J6,3.4285703,N/A,PASS
J1-5-J7-J3-2-J6,9.9e+37,N/A,PASS
J1-5-J7-J3-3-J6,9.9e+37,N/A,PASS
J1-5-J7-J3-4-J6,9.9e+37,N/A,PASS
J1-5-J7-J3-5-J6,9.9e+37,N/A,PASS
J1-5-J7-J3-6-J6,9.9e+37,N/A,PASS
J1-5-J7-J3-7-J6,9.9e+37,N/A,PASS
J1-5-J7-J3-8-J6,9.9e+37,N/A,PASS
J1-5-J7-J3-9-J6,9.9e+37,N/A,PASS
J1-5-J7-J19-J6,9.9e+37,N/A,PASS
J1-6-J7-J3-1-J6,9.9e+37,N/A,PASS
J1-6-J7-J3-2-J6,9.9e+37,N/A,PASS
J1-6-J7-J3-3-J6,9.9e+37,N/A,PASS
J1-6-J7-J3-4-J6,9.9e+37,N/A,PASS
J1-6-J7-J3-5-J6,9.9e+37,N/A,PASS
J1-6-J7-J3-6-J6,9.9e+37,N/A,PASS
J1-6-J7-J3-7-J6,9.9e+37,N/A,PASS
J1-6-J7-J3-8-J6,9.9e+37,N/A,PASS
J1-6-J7-J3-9-J6,3.03996851,N/A,PASS
J1-6-J7-J19-J6,9.9e+37,N/A,PASS
J1-7-J7-J3-1-J6,9.9e+37,N/A,PASS
J1-7-J7-J3-2-J6,9.9e+37,N/A,PASS
J1-7-J7-J3-3-J6,9.9e+37,N/A,PASS
J1-7-J7-J3-4-J6,9.9e+37,N/A,PASS
J1-7-J7-J3-5-J6,9.9e+37,N/A,PASS
J1-7-J7-J3-6-J6,9.9e+37,N/A,PASS
J1-7-J7-J3-7-J6,9.9e+37,N/A,PASS
J1-7-J7-J3-8-J6,3.48792041,N/A,PASS
J1-7-J7-J3-9-J6,9.9e+37,N/A,PASS
J1-7-J7-J19-J6,9.9e+37,N/A,PASS
J1-8-J7-J3-1-J6,9.9e+37,N/A,PASS
J1-8-J7-J3-2-J6,9.9e+37,N/A,PASS
J1-8-J7-J3-3-J6,9.9e+37,N/A,PASS
J1-8-J7-J3-4-J6,9.9e+37,N/A,PASS
J1-8-J7-J3-5-J6,9.9e+37,N/A,PASS
J1-8-J7-J3-6-J6,9.9e+37,N/A,PASS
J1-8-J7-J3-7-J6,3.51713371,N/A,PASS
J1-8-J7-J3-8-J6,9.9e+37,N/A,PASS
J1-8-J7-J3-9-J6,9.9e+37,N/A,PASS
J1-8-J7-J19-J6,9.9e+37,N/A,PASS
J1-9-J7-J3-1-J6,9.9e+37,N/A,PASS
J1-9-J7-J3-2-J6,9.9e+37,N/A,PASS
J1-9-J7-J3-3-J6,9.9e+37,N/A,PASS
J1-9-J7-J3-4-J6,9.9e+37,N/A,PASS
J1-9-J7-J3-5-J6,9.9e+37,N/A,PASS
J1-9-J7-J3-6-J6,3.00015382,N/A,PASS
J1-9-J7-J3-7-J6,9.9e+37,N/A,PASS
J1-9-J7-J3-8-J6,9.9e+37,N/A,PASS
J1-9-J7-J3-9-J6,9.9e+37,N/A,PASS
J1-9-J7-J19-J6,9.9e+37,N/A,PASS
J18-J7-J3-1-J6,9.9e+37,N/A,PASS
J18-J7-J3-2-J6,9.9e+37,N/A,PASS
J18-J7-J3-3-J6,9.9e+37,N/A,PASS
J18-J7-J3-4-J6,9.9e+37,N/A,PASS
J18-J7-J3-5-J6,9.9e+37,N/A,PASS
J18-J7-J3-6-J6,9.9e+37,N/A,PASS
J18-J7-J3-7-J6,9.9e+37,N/A,PASS
J18-J7-J3-8-J6,9.9e+37,N/A,PASS
J18-J7-J3-9-J6,9.9e+37,N/A,PASS
J18-J7-J19-J6,2.59836209,N/A,PASS
Cable Status,PASS
Total Time Elapsed,77.85793471336365
