Configuration,Measured-Resistance,Expected Resistance,Pass/Fail
J2-4-J7-J4-4-J6,9.9e+37,N/A,PASS
J2-4-J7-J4-5-J6,9.9e+37,N/A,PASS
J2-4-J7-J4-6-J6,9.9e+37,N/A,PASS
J2-4-J7-J4-7-J6,9.9e+37,N/A,PASS
J2-4-J7-J4-8-J6,9.9e+37,N/A,PASS
J2-4-J7-J4-9-J6,9.9e+37,N/A,PASS
J2-4-J7-J4-10-J6,9.9e+37,N/A,PASS
J2-4-J7-J4-11-J6,9.9e+37,N/A,PASS
J2-4-J7-J4-12-J6,9.9e+37,N/A,PASS
J2-4-J7-J4-13-J6,9.9e+37,N/A,PASS
J2-4-J7-J4-14-J6,9.9e+37,N/A,PASS
J2-4-J7-J4-15-J6,9.9e+37,N/A,PASS
J2-4-J7-J4-16-J6,9.9e+37,N/A,PASS
J2-4-J7-J4-17-J6,9.9e+37,N/A,PASS
J2-4-J7-J4-18-J6,9.9e+37,N/A,PASS
J2-4-J7-J4-19-J6,9.9e+37,N/A,PASS
J2-4-J7-J4-20-J6,9.9e+37,N/A,PASS
J2-4-J7-J4-21-J6,9.9e+37,N/A,PASS
J2-4-J7-J4-22-J6,9.9e+37,N/A,PASS
J2-4-J7-J4-23-J6,9.9e+37,N/A,PASS
J2-4-J7-J4-24-J6,9.9e+37,N/A,PASS
J2-4-J7-J4-25-J6,9.9e+37,N/A,PASS
J2-4-J7-J3-1-J6,9.9e+37,N/A,PASS
J2-4-J7-J3-2-J6,9.9e+37,N/A,PASS
J2-4-J7-J3-3-J6,9.9e+37,N/A,PASS
J2-4-J7-J3-4-J6,9.9e+37,N/A,PASS
J2-4-J7-J3-5-J6,9.9e+37,N/A,PASS
J2-4-J7-J3-6-J6,9.9e+37,N/A,PASS
J2-4-J7-J3-7-J6,9.9e+37,N/A,FAIL
J2-4-J7-J3-8-J6,9.9e+37,N/A,PASS
J2-4-J7-J3-9-J6,9.9e+37,N/A,PASS
J2-5-J7-J4-1-J6,9.9e+37,N/A,PASS
J2-5-J7-J4-2-J6,9.9e+37,N/A,PASS
J2-5-J7-J4-3-J6,9.9e+37,N/A,PASS
J2-5-J7-J4-4-J6,9.9e+37,N/A,PASS
J2-5-J7-J4-5-J6,9.9e+37,N/A,PASS
J2-5-J7-J4-6-J6,9.9e+37,N/A,PASS
J2-5-J7-J4-7-J6,9.9e+37,N/A,PASS
J2-5-J7-J4-8-J6,9.9e+37,N/A,PASS
J2-5-J7-J4-9-J6,9.9e+37,N/A,PASS
J2-5-J7-J4-10-J6,9.9e+37,N/A,PASS
J2-5-J7-J4-11-J6,9.9e+37,N/A,PASS
J2-5-J7-J4-12-J6,9.9e+37,N/A,PASS
J2-5-J7-J4-13-J6,9.9e+37,N/A,PASS
J2-5-J7-J4-14-J6,9.9e+37,N/A,PASS
J2-5-J7-J4-15-J6,9.9e+37,N/A,PASS
J2-5-J7-J4-16-J6,9.9e+37,N/A,PASS
J2-5-J7-J4-17-J6,9.9e+37,N/A,PASS
J2-5-J7-J4-18-J6,9.9e+37,N/A,PASS
J2-5-J7-J4-19-J6,9.9e+37,N/A,PASS
J2-5-J7-J4-20-J6,9.9e+37,N/A,PASS
J2-5-J7-J4-21-J6,9.9e+37,N/A,PASS
J2-5-J7-J4-22-J6,9.9e+37,N/A,PASS
J2-5-J7-J4-23-J6,9.9e+37,N/A,PASS
J2-5-J7-J4-24-J6,9.9e+37,N/A,PASS
J2-5-J7-J4-25-J6,9.9e+37,N/A,PASS
J2-5-J7-J3-1-J6,9.9e+37,N/A,FAIL
J2-5-J7-J3-2-J6,9.9e+37,N/A,PASS
J2-5-J7-J3-3-J6,9.9e+37,N/A,PASS
J2-5-J7-J3-4-J6,9.9e+37,N/A,PASS
J2-5-J7-J3-5-J6,9.9e+37,N/A,PASS
J2-5-J7-J3-6-J6,9.9e+37,N/A,PASS
J2-5-J7-J3-7-J6,9.9e+37,N/A,PASS
J2-5-J7-J3-8-J6,9.9e+37,N/A,PASS
J2-5-J7-J3-9-J6,9.9e+37,N/A,PASS
J2-6-J7-J4-1-J6,9.9e+37,N/A,PASS
J2-6-J7-J4-2-J6,9.9e+37,N/A,PASS
J2-6-J7-J4-3-J6,9.9e+37,N/A,PASS
J2-6-J7-J4-4-J6,9.9e+37,N/A,PASS
J2-6-J7-J4-5-J6,9.9e+37,N/A,PASS
J2-6-J7-J4-6-J6,9.9e+37,N/A,PASS
J2-6-J7-J4-7-J6,9.9e+37,N/A,PASS
J2-6-J7-J4-8-J6,9.9e+37,N/A,PASS
J2-6-J7-J4-9-J6,9.9e+37,N/A,PASS
J2-6-J7-J4-10-J6,9.9e+37,N/A,PASS
J2-6-J7-J4-11-J6,9.9e+37,N/A,PASS
J2-6-J7-J4-12-J6,9.9e+37,N/A,PASS
J2-6-J7-J4-13-J6,9.9e+37,N/A,PASS
J2-6-J7-J4-14-J6,9.9e+37,N/A,PASS
J2-6-J7-J4-15-J6,9.9e+37,N/A,PASS
J2-6-J7-J4-16-J6,9.9e+37,N/A,PASS
J2-6-J7-J4-17-J6,9.9e+37,N/A,PASS
J2-6-J7-J4-18-J6,9.9e+37,N/A,PASS
J2-6-J7-J4-19-J6,9.9e+37,N/A,PASS
J2-6-J7-J4-20-J6,9.9e+37,N/A,PASS
J2-6-J7-J4-21-J6,9.9e+37,N/A,PASS
J2-6-J7-J4-22-J6,9.9e+37,N/A,PASS
J2-6-J7-J4-23-J6,9.9e+37,N/A,PASS
J2-6-J7-J4-24-J6,9.9e+37,N/A,PASS
J2-6-J7-J4-25-J6,9.9e+37,N/A,PASS
J2-6-J7-J3-1-J6,9.9e+37,N/A,PASS
J2-6-J7-J3-2-J6,9.9e+37,N/A,PASS
J2-6-J7-J3-3-J6,9.9e+37,N/A,FAIL
J2-6-J7-J3-4-J6,9.9e+37,N/A,PASS
J2-6-J7-J3-5-J6,9.9e+37,N/A,PASS
J2-6-J7-J3-6-J6,9.9e+37,N/A,PASS
J2-6-J7-J3-7-J6,9.9e+37,N/A,PASS
J2-6-J7-J3-8-J6,9.9e+37,N/A,PASS
J2-6-J7-J3-9-J6,9.9e+37,N/A,PASS
J2-7-J7-J4-1-J6,9.9e+37,N/A,PASS
J2-7-J7-J4-2-J6,9.9e+37,N/A,PASS
J2-7-J7-J4-3-J6,9.9e+37,N/A,PASS
J2-7-J7-J4-4-J6,9.9e+37,N/A,PASS
J2-7-J7-J4-5-J6,9.9e+37,N/A,PASS
J2-7-J7-J4-6-J6,9.9e+37,N/A,PASS
J2-7-J7-J4-7-J6,9.9e+37,N/A,PASS
J2-7-J7-J4-8-J6,9.9e+37,N/A,PASS
J2-7-J7-J4-9-J6,9.9e+37,N/A,PASS
J2-7-J7-J4-10-J6,9.9e+37,N/A,PASS
J2-7-J7-J4-11-J6,9.9e+37,N/A,PASS
J2-7-J7-J4-12-J6,9.9e+37,N/A,PASS
J2-7-J7-J4-13-J6,9.9e+37,N/A,PASS
J2-7-J7-J4-14-J6,9.9e+37,N/A,PASS
J2-7-J7-J4-15-J6,9.9e+37,N/A,PASS
J2-7-J7-J4-16-J6,9.9e+37,N/A,PASS
J2-7-J7-J4-17-J6,9.9e+37,N/A,PASS
J2-7-J7-J4-18-J6,9.9e+37,N/A,PASS
J2-7-J7-J4-19-J6,9.9e+37,N/A,PASS
J2-7-J7-J4-20-J6,9.9e+37,N/A,PASS
J2-7-J7-J4-21-J6,9.9e+37,N/A,PASS
J2-7-J7-J4-22-J6,9.9e+37,N/A,PASS
J2-7-J7-J4-23-J6,9.9e+37,N/A,PASS
J2-7-J7-J4-24-J6,9.9e+37,N/A,PASS
J2-7-J7-J4-25-J6,9.9e+37,N/A,PASS
J2-7-J7-J3-1-J6,9.9e+37,N/A,PASS
J2-7-J7-J3-2-J6,9.9e+37,N/A,PASS
J2-7-J7-J3-3-J6,9.9e+37,N/A,PASS
J2-7-J7-J3-4-J6,9.9e+37,N/A,PASS
J2-7-J7-J3-5-J6,9.9e+37,N/A,PASS
J2-7-J7-J3-6-J6,9.9e+37,N/A,PASS
J2-7-J7-J3-7-J6,9.9e+37,N/A,PASS
J2-7-J7-J3-8-J6,9.9e+37,N/A,PASS
J2-7-J7-J3-9-J6,9.9e+37,N/A,PASS
J2-8-J7-J4-1-J6,9.9e+37,N/A,PASS
J2-8-J7-J4-2-J6,9.9e+37,N/A,PASS
J2-8-J7-J4-3-J6,9.9e+37,N/A,PASS
J2-8-J7-J4-4-J6,9.9e+37,N/A,PASS
J2-8-J7-J4-5-J6,9.9e+37,N/A,PASS
J2-8-J7-J4-6-J6,9.9e+37,N/A,PASS
J2-8-J7-J4-7-J6,9.9e+37,N/A,PASS
J2-8-J7-J4-8-J6,9.9e+37,N/A,PASS
J2-8-J7-J4-9-J6,9.9e+37,N/A,PASS
J2-8-J7-J4-10-J6,9.9e+37,N/A,PASS
J2-8-J7-J4-11-J6,9.9e+37,N/A,PASS
J2-8-J7-J4-12-J6,9.9e+37,N/A,PASS
J2-8-J7-J4-13-J6,9.9e+37,N/A,PASS
J2-8-J7-J4-14-J6,9.9e+37,N/A,PASS
J2-8-J7-J4-15-J6,9.9e+37,N/A,PASS
J2-8-J7-J4-16-J6,9.9e+37,N/A,PASS
J2-8-J7-J4-17-J6,9.9e+37,N/A,PASS
J2-8-J7-J4-18-J6,9.9e+37,N/A,PASS
J2-8-J7-J4-19-J6,9.9e+37,N/A,PASS
J2-8-J7-J4-20-J6,9.9e+37,N/A,PASS
J2-8-J7-J4-21-J6,9.9e+37,N/A,PASS
J2-8-J7-J4-22-J6,9.9e+37,N/A,PASS
J2-8-J7-J4-23-J6,9.9e+37,N/A,PASS
J2-8-J7-J4-24-J6,9.9e+37,N/A,PASS
J2-8-J7-J4-25-J6,9.9e+37,N/A,PASS
J2-8-J7-J3-1-J6,9.9e+37,N/A,PASS
J2-8-J7-J3-2-J6,9.9e+37,N/A,FAIL
J2-8-J7-J3-3-J6,9.9e+37,N/A,PASS
J2-8-J7-J3-4-J6,9.9e+37,N/A,PASS
J2-8-J7-J3-5-J6,9.9e+37,N/A,PASS
J2-8-J7-J3-6-J6,9.9e+37,N/A,PASS
J2-8-J7-J3-7-J6,9.9e+37,N/A,PASS
J2-8-J7-J3-8-J6,9.9e+37,N/A,PASS
J2-8-J7-J3-9-J6,9.9e+37,N/A,PASS
J2-9-J7-J4-1-J6,9.9e+37,N/A,PASS
J2-9-J7-J4-2-J6,9.9e+37,N/A,PASS
J2-9-J7-J4-3-J6,9.9e+37,N/A,PASS
J2-9-J7-J4-4-J6,9.9e+37,N/A,PASS
J2-9-J7-J4-5-J6,9.9e+37,N/A,PASS
J2-9-J7-J4-6-J6,9.9e+37,N/A,PASS
J2-9-J7-J4-7-J6,9.9e+37,N/A,PASS
J2-9-J7-J4-8-J6,9.9e+37,N/A,PASS
J2-9-J7-J4-9-J6,9.9e+37,N/A,PASS
J2-9-J7-J4-10-J6,9.9e+37,N/A,PASS
J2-9-J7-J4-11-J6,9.9e+37,N/A,PASS
J2-9-J7-J4-12-J6,9.9e+37,N/A,PASS
J2-9-J7-J4-13-J6,9.9e+37,N/A,PASS
J2-9-J7-J4-14-J6,9.9e+37,N/A,PASS
J2-9-J7-J4-15-J6,9.9e+37,N/A,PASS
J2-9-J7-J4-16-J6,9.9e+37,N/A,PASS
J2-9-J7-J4-17-J6,9.9e+37,N/A,PASS
J2-9-J7-J4-18-J6,9.9e+37,N/A,PASS
J2-9-J7-J4-19-J6,9.9e+37,N/A,PASS
J2-9-J7-J4-20-J6,9.9e+37,N/A,PASS
J2-9-J7-J4-21-J6,9.9e+37,N/A,PASS
J2-9-J7-J4-22-J6,9.9e+37,N/A,PASS
J2-9-J7-J4-23-J6,9.9e+37,N/A,PASS
J2-9-J7-J4-24-J6,9.9e+37,N/A,PASS
J2-9-J7-J4-25-J6,9.9e+37,N/A,PASS
J2-9-J7-J3-1-J6,9.9e+37,N/A,PASS
J2-9-J7-J3-2-J6,9.9e+37,N/A,PASS
J2-9-J7-J3-3-J6,9.9e+37,N/A,PASS
J2-9-J7-J3-4-J6,9.9e+37,N/A,PASS
J2-9-J7-J3-5-J6,9.9e+37,N/A,FAIL
J2-9-J7-J3-6-J6,9.9e+37,N/A,PASS
J2-9-J7-J3-7-J6,9.9e+37,N/A,PASS
J2-9-J7-J3-8-J6,9.9e+37,N/A,PASS
J2-9-J7-J3-9-J6,9.9e+37,N/A,PASS
J2-10-J7-J4-1-J6,9.9e+37,N/A,PASS
J2-10-J7-J4-2-J6,9.9e+37,N/A,PASS
J2-10-J7-J4-3-J6,9.9e+37,N/A,PASS
J2-10-J7-J4-4-J6,9.9e+37,N/A,PASS
J2-10-J7-J4-5-J6,9.9e+37,N/A,PASS
J2-10-J7-J4-6-J6,9.9e+37,N/A,PASS
J2-10-J7-J4-7-J6,9.9e+37,N/A,PASS
J2-10-J7-J4-8-J6,9.9e+37,N/A,PASS
J2-10-J7-J4-9-J6,9.9e+37,N/A,PASS
J2-10-J7-J4-10-J6,9.9e+37,N/A,PASS
J2-10-J7-J4-11-J6,9.9e+37,N/A,PASS
J2-10-J7-J4-12-J6,9.9e+37,N/A,PASS
J2-10-J7-J4-13-J6,9.9e+37,N/A,PASS
J2-10-J7-J4-14-J6,9.9e+37,N/A,PASS
J2-10-J7-J4-15-J6,9.9e+37,N/A,PASS
J2-10-J7-J4-16-J6,9.9e+37,N/A,PASS
J2-10-J7-J4-17-J6,9.9e+37,N/A,PASS
J2-10-J7-J4-18-J6,9.9e+37,N/A,PASS
J2-10-J7-J4-19-J6,9.9e+37,N/A,PASS
J2-10-J7-J4-20-J6,9.9e+37,N/A,PASS
J2-10-J7-J4-21-J6,9.9e+37,N/A,PASS
J2-10-J7-J4-22-J6,9.9e+37,N/A,PASS
J2-10-J7-J4-23-J6,9.9e+37,N/A,PASS
J2-10-J7-J4-24-J6,9.9e+37,N/A,PASS
J2-10-J7-J4-25-J6,9.9e+37,N/A,PASS
J2-10-J7-J3-1-J6,9.9e+37,N/A,PASS
J2-10-J7-J3-2-J6,9.9e+37,N/A,PASS
J2-10-J7-J3-3-J6,9.9e+37,N/A,PASS
J2-10-J7-J3-4-J6,9.9e+37,N/A,PASS
J2-10-J7-J3-5-J6,9.9e+37,N/A,PASS
J2-10-J7-J3-6-J6,9.9e+37,N/A,PASS
J2-10-J7-J3-7-J6,9.9e+37,N/A,PASS
J2-10-J7-J3-8-J6,9.9e+37,N/A,PASS
J2-10-J7-J3-9-J6,9.9e+37,N/A,PASS
J2-11-J7-J4-1-J6,9.9e+37,N/A,PASS
J2-11-J7-J4-2-J6,9.9e+37,N/A,PASS
J2-11-J7-J4-3-J6,9.9e+37,N/A,PASS
J2-11-J7-J4-4-J6,9.9e+37,N/A,PASS
J2-11-J7-J4-5-J6,9.9e+37,N/A,PASS
J2-11-J7-J4-6-J6,9.9e+37,N/A,PASS
J2-11-J7-J4-7-J6,9.9e+37,N/A,PASS
J2-11-J7-J4-8-J6,9.9e+37,N/A,PASS
J2-11-J7-J4-9-J6,9.9e+37,N/A,PASS
J2-11-J7-J4-10-J6,9.9e+37,N/A,PASS
J2-11-J7-J4-11-J6,9.9e+37,N/A,PASS
J2-11-J7-J4-12-J6,9.9e+37,N/A,PASS
J2-11-J7-J4-13-J6,9.9e+37,N/A,PASS
J2-11-J7-J4-14-J6,9.9e+37,N/A,PASS
J2-11-J7-J4-15-J6,9.9e+37,N/A,PASS
J2-11-J7-J4-16-J6,9.9e+37,N/A,PASS
J2-11-J7-J4-17-J6,9.9e+37,N/A,PASS
J2-11-J7-J4-18-J6,9.9e+37,N/A,PASS
J2-11-J7-J4-19-J6,9.9e+37,N/A,PASS
J2-11-J7-J4-20-J6,9.9e+37,N/A,PASS
J2-11-J7-J4-21-J6,9.9e+37,N/A,PASS
J2-11-J7-J4-22-J6,9.9e+37,N/A,PASS
J2-11-J7-J4-23-J6,9.9e+37,N/A,PASS
J2-11-J7-J4-24-J6,9.9e+37,N/A,PASS
J2-11-J7-J4-25-J6,9.9e+37,N/A,PASS
J2-11-J7-J3-1-J6,9.9e+37,N/A,PASS
J2-11-J7-J3-2-J6,9.9e+37,N/A,PASS
J2-11-J7-J3-3-J6,9.9e+37,N/A,PASS
J2-11-J7-J3-4-J6,9.9e+37,N/A,PASS
J2-11-J7-J3-5-J6,9.9e+37,N/A,PASS
J2-11-J7-J3-6-J6,9.9e+37,N/A,PASS
J2-11-J7-J3-7-J6,9.9e+37,N/A,PASS
J2-11-J7-J3-8-J6,9.9e+37,N/A,PASS
J2-11-J7-J3-9-J6,9.9e+37,N/A,PASS
J2-12-J7-J4-1-J6,9.9e+37,N/A,PASS
J2-12-J7-J4-2-J6,9.9e+37,N/A,PASS
J2-12-J7-J4-3-J6,9.9e+37,N/A,PASS
J2-12-J7-J4-4-J6,9.9e+37,N/A,PASS
J2-12-J7-J4-5-J6,9.9e+37,N/A,PASS
J2-12-J7-J4-6-J6,9.9e+37,N/A,PASS
J2-12-J7-J4-7-J6,9.9e+37,N/A,PASS
J2-12-J7-J4-8-J6,9.9e+37,N/A,PASS
J2-12-J7-J4-9-J6,9.9e+37,N/A,PASS
J2-12-J7-J4-10-J6,9.9e+37,N/A,PASS
J2-12-J7-J4-11-J6,9.9e+37,N/A,PASS
J2-12-J7-J4-12-J6,9.9e+37,N/A,PASS
J2-12-J7-J4-13-J6,9.9e+37,N/A,PASS
J2-12-J7-J4-14-J6,9.9e+37,N/A,PASS
J2-12-J7-J4-15-J6,9.9e+37,N/A,PASS
J2-12-J7-J4-16-J6,9.9e+37,N/A,PASS
J2-12-J7-J4-17-J6,9.9e+37,N/A,PASS
J2-12-J7-J4-18-J6,9.9e+37,N/A,PASS
J2-12-J7-J4-19-J6,9.9e+37,N/A,PASS
J2-12-J7-J4-20-J6,9.9e+37,N/A,PASS
J2-12-J7-J4-21-J6,9.9e+37,N/A,PASS
J2-12-J7-J4-22-J6,9.9e+37,N/A,PASS
J2-12-J7-J4-23-J6,9.9e+37,N/A,PASS
J2-12-J7-J4-24-J6,9.9e+37,N/A,PASS
J2-12-J7-J4-25-J6,9.9e+37,N/A,PASS
J2-12-J7-J3-1-J6,9.9e+37,N/A,PASS
J2-12-J7-J3-2-J6,9.9e+37,N/A,PASS
J2-12-J7-J3-3-J6,9.9e+37,N/A,PASS
J2-12-J7-J3-4-J6,9.9e+37,N/A,FAIL
J2-12-J7-J3-5-J6,9.9e+37,N/A,PASS
J2-12-J7-J3-6-J6,9.9e+37,N/A,PASS
J2-12-J7-J3-7-J6,9.9e+37,N/A,PASS
J2-12-J7-J3-8-J6,9.9e+37,N/A,PASS
J2-12-J7-J3-9-J6,9.9e+37,N/A,PASS
J2-13-J7-J4-1-J6,9.9e+37,N/A,PASS
J2-13-J7-J4-2-J6,9.9e+37,N/A,PASS
J2-13-J7-J4-3-J6,9.9e+37,N/A,PASS
J2-13-J7-J4-4-J6,9.9e+37,N/A,PASS
J2-13-J7-J4-5-J6,9.9e+37,N/A,PASS
J2-13-J7-J4-6-J6,9.9e+37,N/A,PASS
J2-13-J7-J4-7-J6,9.9e+37,N/A,PASS
J2-13-J7-J4-8-J6,9.9e+37,N/A,PASS
J2-13-J7-J4-9-J6,9.9e+37,N/A,PASS
J2-13-J7-J4-10-J6,9.9e+37,N/A,PASS
J2-13-J7-J4-11-J6,9.9e+37,N/A,PASS
J2-13-J7-J4-12-J6,9.9e+37,N/A,PASS
J2-13-J7-J4-13-J6,9.9e+37,N/A,PASS
J2-13-J7-J4-14-J6,9.9e+37,N/A,PASS
J2-13-J7-J4-15-J6,9.9e+37,N/A,PASS
J2-13-J7-J4-16-J6,9.9e+37,N/A,PASS
J2-13-J7-J4-17-J6,9.9e+37,N/A,PASS
J2-13-J7-J4-18-J6,9.9e+37,N/A,PASS
J2-13-J7-J4-19-J6,9.9e+37,N/A,PASS
J2-13-J7-J4-20-J6,9.9e+37,N/A,PASS
J2-13-J7-J4-21-J6,9.9e+37,N/A,PASS
J2-13-J7-J4-22-J6,9.9e+37,N/A,PASS
J2-13-J7-J4-23-J6,9.9e+37,N/A,PASS
J2-13-J7-J4-24-J6,9.9e+37,N/A,PASS
J2-13-J7-J4-25-J6,9.9e+37,N/A,PASS
J2-13-J7-J3-1-J6,9.9e+37,N/A,PASS
J2-13-J7-J3-2-J6,9.9e+37,N/A,PASS
J2-13-J7-J3-3-J6,9.9e+37,N/A,PASS
J2-13-J7-J3-4-J6,9.9e+37,N/A,PASS
J2-13-J7-J3-5-J6,9.9e+37,N/A,PASS
J2-13-J7-J3-6-J6,9.9e+37,N/A,PASS
J2-13-J7-J3-7-J6,9.9e+37,N/A,PASS
J2-13-J7-J3-8-J6,9.9e+37,N/A,PASS
J2-13-J7-J3-9-J6,9.9e+37,N/A,PASS
J2-14-J7-J4-1-J6,9.9e+37,N/A,PASS
J2-14-J7-J4-2-J6,9.9e+37,N/A,PASS
J2-14-J7-J4-3-J6,9.9e+37,N/A,PASS
J2-14-J7-J4-4-J6,9.9e+37,N/A,PASS
J2-14-J7-J4-5-J6,9.9e+37,N/A,PASS
J2-14-J7-J4-6-J6,9.9e+37,N/A,PASS
J2-14-J7-J4-7-J6,9.9e+37,N/A,PASS
